gid,n,S,Bhat,S/sqrt(B),best_match,n_best,purity_known,nearest_catalog,sep_deg,ra_c,dec_c,pmra_c,pmdec_c,n_BootesI,TPR_BootesI,n_BootesII,TPR_BootesII
0,150,150,17.248261591863844,36.11757588717244,BootesI,83,0.5533333333333333,Bootes I,0.27344902590420456,210.02970128671333,14.240212697519928,-0.3067422127399929,-1.1928779331792885,83,0.8217821782178217,0,0.0
