gid,cluster,source_id,known_member,Gamma,ra,dec,pmra,pmdec,G,bp_rp,Y_index
1,cluster 1,4732598659298966912,ReticulumII,112.33312199464208,54.026114304706155,-54.02901803803298,2.3490592201738076,-2.1979013622089254,19.98719596862793,0.7987632751464844,4210
1,cluster 1,4732507434194225920,ReticulumII,109.87837395823138,53.81897205958756,-54.07668496744539,2.1419869646717813,-2.2221375461899604,20.23035430908203,1.018524169921875,1369
1,cluster 1,4732508877303285888,ReticulumII,107.83351844887187,53.80210423706357,-54.016421111751086,3.005610420105169,-1.9035152454509543,20.513538360595703,0.8814888000488281,2559
1,cluster 1,4732660820362324480,,105.02346794133109,53.93787084820166,-53.600778156892055,2.821831368553493,-1.2039129267297093,20.938589096069336,1.3192386627197266,2342
1,cluster 1,4732504273098243200,ReticulumII,102.85453770185038,53.967071390600395,-54.126072388676896,2.0224182645308684,-0.6786705294692683,20.254613876342773,0.8337612152099609,2556
1,cluster 1,4732604225576639744,,101.84371142994777,54.028787765795116,-53.873974889220314,2.8673525400966886,-2.0412323428289687,19.385940551757812,0.7600173950195312,1060
1,cluster 1,4732503551543732992,ReticulumII,101.54579973337223,54.033805645636136,-54.12742788395027,2.2847191284925112,-0.6310905435736841,20.583946228027344,0.6357288360595703,3245
1,cluster 1,4732506575200743552,ReticulumII,101.31134207284191,53.77740462330236,-54.10119109286685,1.8259520372909823,-0.8646187265509515,19.340282440185547,0.8501873016357422,3394
1,cluster 1,4732507472850125696,ReticulumII,100.38273985917458,53.8455230987168,-54.06790544591981,1.953309537021555,-2.1717770873436035,20.493165969848633,0.7660675048828125,1042
1,cluster 1,4732494583652542592,,98.83665114771657,53.833173546316935,-54.353941007632976,2.907701032383056,-1.0246021333560724,18.971960067749023,1.9892253875732422,3391
1,cluster 1,4732598899817143040,ReticulumII,98.52521483081516,54.0911688618438,-54.01128126202289,2.024711813677217,-2.1141072950758097,19.89152717590332,0.9145736694335938,2577
1,cluster 1,4732601584173096832,ReticulumII,95.80263033873389,53.93416070278879,-54.03054844203534,2.2166211068197788,-2.300954936336675,19.978050231933594,0.8821868896484375,2440
1,cluster 1,4732506506481262080,,93.71633497060132,53.73717580546748,-54.10722821266748,2.945552533025211,-0.7706625831759599,18.606712341308594,0.6944675445556641,2311
1,cluster 1,4732599071615836928,ReticulumII,92.0789511354473,54.048552642854915,-54.00955255066497,1.9449217811878916,-2.100748725249368,20.25217628479004,0.8517875671386719,2437
1,cluster 1,4732612506274044032,,91.4204766328231,54.23548199804394,-53.74856239893167,2.5803186262440048,-1.5049150193356597,19.533859252929688,0.8830738067626953,1063
1,cluster 1,4732507679008194944,ReticulumII,89.91818018211785,53.94817747729732,-54.056941974693395,2.6780492843664945,-0.5081066292965999,20.377925872802734,0.5414943695068359,2416
1,cluster 1,4732555915785133568,,88.98345243930099,53.787492727593325,-53.9837937055972,1.6505651750928112,-1.743003832153334,20.238136291503906,1.7967529296875,2320
1,cluster 1,4732503792061863424,,86.73154172259432,53.960267368918615,-54.16285249397315,2.2685472315697215,-0.3778749041616415,20.31593132019043,0.7278766632080078,3392
1,cluster 1,4732553613682600704,ReticulumII,83.2392922291732,53.58589093753579,-54.0761457685093,1.969973467497335,-0.7725226972698682,20.619354248046875,0.3315277099609375,2319
1,cluster 1,4732599380853467392,,78.38936635600143,54.168348103571596,-54.034137077623335,2.9235295058047206,-1.9567172484217186,19.343360900878906,1.0013599395751953,703
1,cluster 1,4732499016058131584,,75.79409102826077,53.70096364895525,-54.2480017257223,1.9067844552026534,-2.04158165523152,20.461339950561523,1.6699752807617188,2210
1,cluster 1,4732498088345176064,,75.55726282446125,53.51381554770558,-54.26649651647579,2.902105402554476,-1.4021695626909427,19.592533111572266,1.2202491760253906,2209
1,cluster 1,4732600446005382656,,74.83665718369488,54.12555607276062,-53.97942090005688,3.092623425370892,-1.906119359053032,19.393056869506836,0.6991291046142578,3415
1,cluster 1,4732611617216730752,,69.44898158990418,54.07684036200944,-53.76236492687475,3.127269584502726,-1.969322288637685,20.434812545776367,0.9514789581298828,2477
1,cluster 1,4732478434574539264,,67.96338376859988,53.832168656716775,-54.595817431200196,2.5151684463396866,-1.7360848977566548,20.253755569458008,0.8417396545410156,4106
1,cluster 1,4732655902623208320,,65.19401087657684,53.594148277680105,-53.72745943857205,1.8946504232370158,-1.2632615894696801,20.265321731567383,0.7899131774902344,1762
1,cluster 1,4732599724450869888,ReticulumII,55.29948090584339,54.163979391777545,-53.994950963066806,2.061072300963482,-0.3917943575965953,20.384397506713867,0.6020450592041016,3166
1,cluster 1,4732573958943439744,,54.967851681879736,53.458242797332616,-53.74245964265331,2.2805113776343635,-1.0173930847887969,19.921276092529297,0.7509670257568359,157
1,cluster 1,4732611406761983872,,54.9064901167925,54.05532969783608,-53.8004749467084,2.4506566979046283,-2.4031457089499804,19.728914260864258,0.8813591003417969,2332
1,cluster 1,4732506781359189632,,52.66320636221415,53.695115784051204,-54.089402614445945,2.8704939052264105,-2.3812279832645995,18.98997688293457,0.683380126953125,3247
