gid,n,S,Bhat,S/sqrt(B),best_match,n_best,purity_known,nearest_catalog,sep_deg,ra_c,dec_c,pmra_c,pmdec_c,n_HorologiumII,TPR_HorologiumII,n_ReticulumII,TPR_ReticulumII
0,6,6,10.418682937092363,1.8588521133542297,unidentified,0,0.0,Reticulum II,1.1464686189870041,53.13142379174849,-55.10520916277121,-0.446385060155036,-0.3064591636338262,0,,0,0.0
1,88,88,15.74618854565629,22.1765992486004,ReticulumII,60,0.6818181818181818,Reticulum II,0.01570391323207481,53.90197989613992,-54.03985976833835,2.4045218946294904,-1.378945835972706,0,,60,0.8
