gid,n,S,Bhat,S/sqrt(B),best_match,n_best,purity_known,nearest_catalog,sep_deg,ra_c,dec_c,pmra_c,pmdec_c,n_BootesI,TPR_BootesI,n_BootesII,TPR_BootesII
0,103,103,10.149406417018078,32.33083364446687,BootesI,70,0.6796116504854369,Bootes I,0.22826383649498966,210.00750231688355,14.285557688927558,-0.30960732494965776,-1.1757813666282173,70,0.693069306930693,0,0.0
