gid,n,S,Bhat,S/sqrt(B),best_match,n_best,purity_known,nearest_catalog,sep_deg,ra_c,dec_c,pmra_c,pmdec_c,n_BootesI,TPR_BootesI,n_BootesII,TPR_BootesII
0,110,110,12.47344782053237,31.145795507652508,BootesI,73,0.6636363636363637,Bootes I,0.2329374103179646,210.01909060749358,14.28056425682085,-0.3510740967029691,-1.1759806945151778,73,0.7227722772277227,0,0.0
