gid,n,S,Bhat,S/sqrt(B),best_match,n_best,purity_known,nearest_catalog,sep_deg,ra_c,dec_c,pmra_c,pmdec_c,n_BootesI,TPR_BootesI,n_BootesII,TPR_BootesII
0,157,157,21.15755226575568,34.132409014240366,BootesI,84,0.535031847133758,Bootes I,0.2777473645315402,210.02853130503638,14.235875763272857,-0.30632533344776836,-1.1866939194017163,84,0.8316831683168316,0,0.0
