gid,n,S,Bhat,S/sqrt(B),best_match,n_best,purity_known,nearest_catalog,sep_deg,ra_c,dec_c,pmra_c,pmdec_c,n_HorologiumII,TPR_HorologiumII,n_ReticulumII,TPR_ReticulumII
0,14,14,8.515930052942865,4.797466964620427,unidentified,0,0.0,Reticulum II,1.093962007210111,53.01922039042376,-55.01558149037509,-0.5533665606955229,-0.17786488239309178,0,,0,0.0
1,89,89,24.863937778396345,17.848636769986946,ReticulumII,60,0.6741573033707865,Reticulum II,0.019894370668101322,53.903201877199024,-54.03412593341459,2.405658768663147,-1.3712148824056476,0,,60,0.8
